[BNB, SKY, BTC, NAS], 17.128525185523113
[BNB, CND, BTC, DLT], 8.772828
[BNB, CND, BTC, XLM], 17.689975724962633
[BNB, CND, BTC, MFT], 18.059282685714287
[BNB, CND, BTC, AGI], 4.391101
[BNB, CND, BTC, EOS], 7.941700000000001
[BNB, CND, BTC, VIA], 8.17452
[BNB, CND, BTC, OST], 1.76136
[BNB, CND, BTC, BRD], 10.36125
[BNB, CND, BTC, BAT], 6.511736
[BNB, CND, BTC, ZIL], 4.163952
[BNB, CND, BTC, XMR], 1.26469
[BNB, CND, ETH, SKY], 0.7613750060240962
[BNB, CND, ETH, NAS], 0.7596842733721545
[BNB, CND, ETH, XEM], 0.7577755354170519
[BNB, CND, ETH, NAV], 0.7677342505694759
[BNB, CND, ETH, GTO], 0.7605731969309463
[BNB, CND, ETH, WTC], 0.7598975367569994
[BNB, CND, ETH, ZRX], 0.7559603075754696
[BNB, CND, ETH, POA], 0.7629073063367617
[BNB, CND, ETH, OMG], 0.7580379529411764
[BNB, CND, ETH, CMT], 0.7577104221437256
[BNB, CND, ETH, HOT], 0.1072968
[BNB, CND, ETH, BTC], 0.7534906337696402
[BNB, CND, ETH, CVC], 0.7607992624438711
[BNB, CND, ETH, RCN], 0.766954451934252
[BNB, CND, ETH, BTS], 0.760293878554176
[BNB, CND, ETH, RLC], 0.7627888871866296
[BNB, CND, ETH, GNT], 0.7610168467400508
[BNB, CND, ETH, BLZ], 0.7668364431874897
[BNB, CND, ETH, ONT], 0.7554023220022413
[BNB, CND, ETH, RDN], 0.764961010482492
[BNB, CND, ETH, QSP], 0.7627478983217193
[BNB, CND, ETH, ETC], 0.749821
[BNB, CND, ETH], 0.7541408193541023
[BNB, CND, ETH, MCO], 0.7584733282877989
[BNB, CND, ETH, NEO], 0.7564952958672511
[BNB, CND, ETH, ZEC], 0.457841299213557
[BNB, CND, ETH, REP], 0.7583565901639343
[BNB, CND, ETH, ADA], 0.7543396204220227
[BNB, CND, ETH, ICX], 0.7566008728902165
[BNB, CND, ETH, XZC], 0.7566455492941818
[BNB, CND, ETH, ZEN], 0.7637966822519083
[BNB, CND, ETH, VET], 0.7550355676351599
[BNB, CND, ETH, PAX], NaN
[BNB, CND, ETH, QLC], 0.760664996030917
[BNB, CND, ETH, ADX], 0.7585506154347117
[BNB, CND, ETH, AMB], 0.7663779482604816
[BNB, CND, ETH, XRP], 0.7540146617072716
[BNB, CND, ETH, TRX], 0.7551548223546464
[BNB, CND, ETH, LSK], 0.7570149597523219
[BNB, CND, ETH, SYS], 0.7573183291894579
[BNB, CND, ETH, LTC], 0.7560464216314222
[BNB, CND, ETH, ENJ], 0.7572189495232858
[BNB, CND, ETH, WAN], 0.7632985036848792
[BNB, CND, ETH, NXS], 0.7653267794117645
[BNB, CND, ETH, DLT], 0.7645335663086341
[BNB, CND, ETH, XLM], 0.7567354170461937
[BNB, CND, ETH, MFT], 0.7618998986099753
[BNB, CND, ETH, AGI], 0.761458407821229
[BNB, CND, ETH, EOS], 0.7544044219707684
[BNB, CND, ETH, VIA], 0.7677275501483679
[BNB, CND, ETH, OST], 0.7608104904530137
[BNB, CND, ETH, BRD], 0.7644993213228035
[BNB, CND, ETH, BAT], 0.7558026033601398
[BNB, CND, ETH, ZIL], 0.7558149677419354
[BNB, CND, ETH, XMR], 0.22895966485847788
[BNB, RCN, BTC, SKY], 0.23588296874999998
[BNB, RCN, BTC, NAS], 0.23459332664233576
[BNB, RCN, BTC, XEM], 0.23379133757961781
[BNB, RCN, BTC, NAV], 0.23680799999999996
[BNB, RCN, BTC, GTO], 0.23411699999999996
[BNB, RCN, BTC, WTC], 0.23448755028365137
[BNB, RCN, BTC, ZRX], 0.23338629225736093
[BNB, RCN, BTC, POA], 0.23636619402985076
[BNB, RCN, BTC, OMG], 0.23501079642857142
[BNB, RCN, BTC, CMT], 0.23443991999999994
[BNB, RCN, BTC, HOT], 0.1072968
[BNB, RCN, BTC, CVC], 0.23569959251101322
[BNB, RCN, BTC, CND], 0.2383182551020408
[BNB, RCN, BTC, FTM], 0.23329104950495053
[BNB, RCN, BTC, BTS], 0.23430529154518948
[BNB, RCN, BTC, BTT], 0.24243219000000002
[BNB, RCN, BTC, ONE], 0.23395489156626506
[BNB, RCN, BTC, RLC], 0.23531730215827343
[BNB, RCN, BTC, ONG], 0.2348085914332784
[BNB, RCN, BTC, PHB], 0.012844
[BNB, RCN, BTC, GNT], 0.23565283902439024
[BNB, RCN, BTC, BLZ], 0.23663836676217767
[BNB, RCN, BTC, ONT], 0.23345118556701033
[BNB, RCN, BTC, RDN], 0.23629201230453725
[BNB, RCN, BTC, QSP], 0.2352079459459459
[BNB, RCN, BTC, FET], 0.2331631507469443
[BNB, RCN, BTC, ETC], 0.23322879411764705
[BNB, RCN, BTC], 0.2329381213440705
[BNB, RCN, BTC, MCO], 0.23415948947368417
[BNB, RCN, BTC, ETH], 0.23315521506802261
[BNB, RCN, BTC, NEO], 0.23353452461227242
[BNB, RCN, BTC, ZEC], 0.23355874622356496
[BNB, RCN, BTC, REN], 0.23614280898876402
[BNB, RCN, BTC, REP], 0.23433496688741723
[BNB, RCN, BTC, ADA], 0.23339846073298426
[BNB, RCN, BTC, ICX], 0.23390893298969073
[BNB, RCN, BTC, XZC], 0.23384405071521455
[BNB, RCN, BTC, ZEN], 0.23646635614179717
[BNB, RCN, BTC, VET], 0.23578334999999995
[BNB, RCN, BTC, PAX], NaN
[BNB, RCN, BTC, QLC], 0.23467843165467625
[BNB, RCN, BTC, RVN], 0.23369210526315792
[BNB, RCN, BTC, ADX], 0.23434817518248174
[BNB, RCN, BTC, AMB], 0.23608159509202453
[BNB, RCN, BTC, XRP], 0.23307225882352942
[BNB, RCN, BTC, TRX], 0.2340045626740947
[BNB, RCN, BTC, LSK], 0.2335467614393603
[BNB, RCN, BTC, SYS], 0.2337649065420561
[BNB, RCN, BTC, DCR], 0.23549804821664463
[BNB, RCN, BTC, LTC], 0.23353330388692578
[BNB, RCN, BTC, ENJ], 0.23344819960861052
[BNB, RCN, BTC, WAN], 0.23551255142231944
[BNB, RCN, BTC, NXS], 0.23605860759493674
[BNB, RCN, BTC, DLT], 0.236007972972973
[BNB, RCN, BTC, XLM], 0.23362224215246635
[BNB, RCN, BTC, MFT], 0.2384994857142857
[BNB, RCN, BTC, AGI], 0.23472881700554526
[BNB, RCN, BTC, EOS], 0.23314097451883978
[BNB, RCN, BTC, VIA], 0.2369088551959114
[BNB, RCN, BTC, OST], 0.2341429581993569
[BNB, RCN, BTC, BRD], 0.2359773596938776
[BNB, RCN, BTC, BAT], 0.2334002280749389
[BNB, RCN, BTC, ZIL], 0.23381043037974683
[BNB, RCN, BTC, XMR], 0.23377003149314562
[BNB, RCN, ETH, SKY], 2.053523832831325
[BNB, RCN, ETH, NAS], 2.048963714928534
[BNB, RCN, ETH, XEM], 2.0438156093952284
[BNB, RCN, ETH, NAV], 2.0706755125284735
[BNB, RCN, ETH, GTO], 2.051361253196931
[BNB, RCN, ETH, WTC], 2.0495389130109296
[BNB, RCN, ETH, ZRX], 2.0389197123599767
[BNB, RCN, ETH, POA], 2.057656638854923
[BNB, RCN, ETH, OMG], 2.0445233823529407
[BNB, RCN, ETH, CMT], 2.043639990734843
[BNB, RCN, ETH, HOT], 0.1072968
[BNB, RCN, ETH, BTC], 2.032258692521575
[BNB, RCN, ETH, CVC], 2.0519709802235595
[BNB, RCN, ETH, CND], 2.079428574597072
[BNB, RCN, ETH, BTS], 2.0506078965210386
[BNB, RCN, ETH, RLC], 1.298375
[BNB, RCN, ETH, GNT], 2.05255783234547
[BNB, RCN, ETH, BLZ], 2.0682540134752956
[BNB, RCN, ETH, ONT], 2.0374147553231228
[BNB, RCN, ETH, RDN], 2.0631957363764775
[BNB, RCN, ETH, QSP], 2.0572266954558835
[BNB, RCN, ETH, ETC], 0.749821
[BNB, RCN, ETH], 2.0340123245463877
[BNB, RCN, ETH, MCO], 2.045697644238927
[BNB, RCN, ETH, NEO], 2.040362642845961
[BNB, RCN, ETH, ZEC], 0.457841299213557
[BNB, RCN, ETH, REP], 2.0453827868852454
[BNB, RCN, ETH, ADA], 2.034548515947126
[BNB, RCN, ETH, ICX], 1.304072
[BNB, RCN, ETH, XZC], 1.9082530767636028
[BNB, RCN, ETH, ZEN], 2.0600553971851143
[BNB, RCN, ETH, VET], 2.03642557282089
[BNB, RCN, ETH, PAX], NaN
[BNB, RCN, ETH, QLC], 2.051608846876958
[BNB, RCN, ETH, ADX], 2.0459060973624226
[BNB, RCN, ETH, AMB], 2.067017395182872
[BNB, RCN, ETH, XRP], 2.0336720615584896
[BNB, RCN, ETH, TRX], 2.0367472177484296
[BNB, RCN, ETH, LSK], 1.7694880000000002
[BNB, RCN, ETH, SYS], 2.042582466886669
[BNB, RCN, ETH, LTC], 2.0391519727636425
[BNB, RCN, ETH, ENJ], 2.04231442746934
[BNB, RCN, ETH, WAN], 2.0587117471410417
[BNB, RCN, ETH, NXS], 2.0641822610294116
[BNB, RCN, ETH, DLT], 2.062042865857644
[BNB, RCN, ETH, XLM], 2.0410102797657776
[BNB, RCN, ETH, MFT], 2.0549395339329517
[BNB, RCN, ETH, AGI], 2.053748777932961
[BNB, RCN, ETH, EOS], 2.034723293847242
[BNB, RCN, ETH, VIA], 2.0706574406528193
[BNB, RCN, ETH, OST], 1.76136
[BNB, RCN, ETH, BRD], 2.0619505028381044
[BNB, RCN, ETH, BAT], 2.0384943643223403
[BNB, RCN, ETH, ZIL], 2.0385277126099703
[BNB, RCN, ETH, XMR], 0.22895966485847788
[BNB, FTM, BTC, SKY], 99.39313499999999
[BNB, FTM, BTC, NAS], 37.753699
[BNB, FTM, BTC, XEM], 5.45848
[BNB, FTM, BTC, NAV], 5.6304
[BNB, FTM, BTC, GTO], 8.809880999999999
[BNB, FTM, BTC, WTC], 3.282432
[BNB, FTM, BTC, ZRX], 8.11688
[BNB, FTM, BTC, POA], 12.769808
[BNB, FTM, BTC, OMG], 4.131816
[BNB, FTM, BTC, CMT], 9.712032
[BNB, FTM, BTC, HOT], 0.1072968
[BNB, FTM, BTC, CVC], 8.13375
[BNB, FTM, BTC, CND], 6.040584
[BNB, FTM, BTC, RCN], 9.05904
[BNB, FTM, BTC, BTS], 10.83104
[BNB, FTM, BTC, BTT], 19.56206616
[BNB, FTM, BTC, ONE], 25.74144
[BNB, FTM, BTC, RLC], 1.298375
[BNB, FTM, BTC, ONG], 9.034224
[BNB, FTM, BTC, PHB], 0.012844
[BNB, FTM, BTC, GNT], 10.380064
[BNB, FTM, BTC, BLZ], 11.320518000000002
[BNB, FTM, BTC, ONT], 5.7487200000000005
[BNB, FTM, BTC, RDN], 9.55998
[BNB, FTM, BTC, QSP], 4.686752
[BNB, FTM, BTC, FET], 4.511239999999999
[BNB, FTM, BTC, ETC], 0.749821
[BNB, FTM, BTC], 124.87260708758492
[BNB, FTM, BTC, MCO], 8.1162
[BNB, FTM, BTC, ETH], 40.701434059872945
[BNB, FTM, BTC, NEO], 125.19232474713421
[BNB, FTM, BTC, ZEC], 4.268508
[BNB, FTM, BTC, REN], 36.888902
[BNB, FTM, BTC, REP], 11.815062000000001
[BNB, FTM, BTC, ADA], 125.11938412565443
[BNB, FTM, BTC, ICX], 1.304072
[BNB, FTM, BTC, XZC], 33.66765
[BNB, FTM, BTC, ZEN], 10.192265
[BNB, FTM, BTC, VET], 13.2028321
[BNB, FTM, BTC, PAX], NaN
[BNB, FTM, BTC, QLC], 9.079377999999998
[BNB, FTM, BTC, RVN], 0.7398
[BNB, FTM, BTC, ADX], 16.96559
[BNB, FTM, BTC, AMB], 13.30771
[BNB, FTM, BTC, XRP], 14.586575999999999
[BNB, FTM, BTC, TRX], 24.342472
[BNB, FTM, BTC, LSK], 1.7694880000000002
[BNB, FTM, BTC, SYS], 18.470179
[BNB, FTM, BTC, DCR], 14.348004
[BNB, FTM, BTC, LTC], 19.1757339
[BNB, FTM, BTC, ENJ], 7.322509999999999
[BNB, FTM, BTC, WAN], 13.683480000000001
[BNB, FTM, BTC, NXS], 32.981970000000004
[BNB, FTM, BTC, DLT], 8.772828
[BNB, FTM, BTC, XLM], 70.613664
[BNB, FTM, BTC, MFT], 127.85392274285715
[BNB, FTM, BTC, AGI], 4.391101
[BNB, FTM, BTC, EOS], 7.941700000000001
[BNB, FTM, BTC, VIA], 8.17452
[BNB, FTM, BTC, OST], 1.76136
[BNB, FTM, BTC, BRD], 10.36125
[BNB, FTM, BTC, BAT], 6.511736
[BNB, FTM, BTC, ZIL], 4.163952
[BNB, FTM, BTC, XMR], 1.26469
[BNB, FTM, PAX, BTC], 0.0
[BNB, FTM, PAX, BTT], 1.7094427285077294
[BNB, FTM, PAX, ONE], 1.712824082603037
[BNB, FTM, PAX, PHB], 0.012844
[BNB, FTM, PAX, ETC], 0.749821
[BNB, FTM, PAX], 0.0
[BNB, FTM, PAX, ETH], 0.0
[BNB, FTM, PAX, NEO], 0.04154081855985993
[BNB, FTM, PAX, ZEC], 0.005168325919201088
[BNB, FTM, PAX, ADA], 1.710387492527174
[BNB, FTM, PAX, XRP], 1.694077243293247
[BNB, FTM, PAX, TRX], 1.7107544159855772
[BNB, FTM, PAX, LTC], 0.07941576719576719
[BNB, FTM, PAX, XLM], 1.712172437404025
[BNB, FTM, PAX, EOS], 1.7070740439010108
[BNB, FTM, PAX, BAT], 0.917142353977106
[BNB, BTS, BTC, SKY], 8.081204999999999
[BNB, BTS, BTC, NAS], 8.037022656934305
[BNB, BTS, BTC, XEM], 5.45848
[BNB, BTS, BTC, NAV], 5.6304
[BNB, BTS, BTC, GTO], 8.020704
[BNB, BTS, BTC, WTC], 3.282432
[BNB, BTS, BTC, ZRX], 7.9956704034896395
[BNB, BTS, BTC, POA], 8.097760000000001
[BNB, BTS, BTC, OMG], 4.131816
[BNB, BTS, BTC, CMT], 8.031767039999998
[BNB, BTS, BTC, HOT], 0.1072968
[BNB, BTS, BTC, CVC], 8.074922643171806
[BNB, BTS, BTC, CND], 6.040584
[BNB, BTS, BTC, RCN], 8.12451906017192
[BNB, BTS, BTC, FTM], 0.7171960000000001
[BNB, BTS, BTC, BTT], 8.305577280000001
[BNB, BTS, BTC, ONE], 8.015150265060242
[BNB, BTS, BTC, RLC], 1.298375
[BNB, BTS, BTC, ONG], 8.044397495881384
[BNB, BTS, BTC, PHB], 0.012844
[BNB, BTS, BTC, GNT], 8.073320897560976
[BNB, BTS, BTC, BLZ], 8.10708446991404
[BNB, BTS, BTC, ONT], 5.7487200000000005
[BNB, BTS, BTC, RDN], 8.09521857985132
[BNB, BTS, BTC, QSP], 4.686752
[BNB, BTS, BTC, FET], 4.511239999999999
[BNB, BTS, BTC, ETC], 0.749821
[BNB, BTS, BTC], 7.980316344463971
[BNB, BTS, BTC, MCO], 8.022159663157893
[BNB, BTS, BTC, ETH], 7.987753841527736
[BNB, BTS, BTC, NEO], 8.00074875252866
[BNB, BTS, BTC, ZEC], 4.268508
[BNB, BTS, BTC, REN], 8.090106966292135
[BNB, BTS, BTC, REP], 8.028171411105452
[BNB, BTS, BTC, ADA], 7.996087287958115
[BNB, BTS, BTC, ICX], 1.304072
[BNB, BTS, BTC, XZC], 8.011352925877764
[BNB, BTS, BTC, ZEN], 8.101191492168178
[BNB, BTS, BTC, VET], 8.077792123076922
[BNB, BTS, BTC, PAX], NaN
[BNB, BTS, BTC, QLC], 8.039938302158273
[BNB, BTS, BTC, RVN], 0.7398
[BNB, BTS, BTC, ADX], 8.028623919146547
[BNB, BTS, BTC, AMB], 8.08800981595092
[BNB, BTS, BTC, XRP], 7.984911811764706
[BNB, BTS, BTC, TRX], 8.016851966573816
[BNB, BTS, BTC, LSK], 1.7694880000000002
[BNB, BTS, BTC, SYS], 8.008641495327103
[BNB, BTS, BTC, DCR], 8.06801785997358
[BNB, BTS, BTC, LTC], 8.000706931231312
[BNB, BTS, BTC, ENJ], 7.322509999999999
[BNB, BTS, BTC, WAN], 8.068514730853392
[BNB, BTS, BTC, NXS], 8.087222278481015
[BNB, BTS, BTC, DLT], 8.085487567567569
[BNB, BTS, BTC, XLM], 8.003753901345291
[BNB, BTS, BTC, MFT], 8.170845257142856
[BNB, BTS, BTC, AGI], 4.391101
[BNB, BTS, BTC, EOS], 7.941700000000001
[BNB, BTS, BTC, VIA], 8.116351236797273
[BNB, BTS, BTC, OST], 1.76136
[BNB, BTS, BTC, BRD], 8.084438775510206
[BNB, BTS, BTC, BAT], 6.511736
[BNB, BTS, BTC, ZIL], 4.163952
[BNB, BTS, BTC, XMR], 1.26469
[BNB, BTS, ETH, SKY], 1.7466143584337346
[BNB, BTS, ETH, NAS], 1.742735773107464
[BNB, BTS, ETH, XEM], 1.7383570778620305
[BNB, BTS, ETH, NAV], 1.7612026332574031
[BNB, BTS, ETH, GTO], 1.7447749872122762
[BNB, BTS, ETH, WTC], 1.743225004940859
[BNB, BTS, ETH, ZRX], 1.7341928972849816
[BNB, BTS, ETH, POA], 1.7501294957922748
[BNB, BTS, ETH, OMG], 1.7389590705882352
[BNB, BTS, ETH, CMT], 1.738207706294516
[BNB, BTS, ETH, HOT], 0.1072968
[BNB, BTS, ETH, BTC], 1.7285274003934632
[BNB, BTS, ETH, CVC], 1.745293587465367
[BNB, BTS, ETH, CND], 1.7686475061363298
[BNB, BTS, ETH, RCN], 1.7594137546073385
[BNB, BTS, ETH, RLC], 1.298375
[BNB, BTS, ETH, GNT], 1.745792731583404
[BNB, BTS, ETH, BLZ], 1.7591430394277159
[BNB, BTS, ETH, ONT], 1.7329128636533435
[BNB, BTS, ETH, RDN], 1.7548407473050331
[BNB, BTS, ETH, QSP], 1.7497638095985864
[BNB, BTS, ETH, ETC], 0.749821
[BNB, BTS, ETH], 1.730018943284263
[BNB, BTS, ETH, MCO], 1.7399578331240453
[BNB, BTS, ETH, NEO], 1.7354201745460236
[BNB, BTS, ETH, ZEC], 0.457841299213557
[BNB, BTS, ETH, REP], 1.739690032786885
[BNB, BTS, ETH, ADA], 1.730474998180936
[BNB, BTS, ETH, ICX], 1.304072
[BNB, BTS, ETH, XZC], 1.7357648598729714
[BNB, BTS, ETH, ZEN], 1.7521697476145037
[BNB, BTS, ETH, VET], 1.7320715194556822
[BNB, BTS, ETH, PAX], NaN
[BNB, BTS, ETH, QLC], 1.7449855767704197
[BNB, BTS, ETH, ADX], 1.7401351318788667
[BNB, BTS, ETH, AMB], 1.7580912399643174
[BNB, BTS, ETH, XRP], 1.7297295343128138
[BNB, BTS, ETH, TRX], 1.7323450929296182
[BNB, BTS, ETH, LSK], 1.7366122972136222
[BNB, BTS, ETH, SYS], 1.7373082347090998
[BNB, BTS, ETH, LTC], 1.7343904452021046
[BNB, BTS, ETH, ENJ], 1.7370802551320201
[BNB, BTS, ETH, WAN], 1.7510269128335447
[BNB, BTS, ETH, NXS], 1.7556798308823527
[BNB, BTS, ETH, DLT], 1.753860179088869
[BNB, BTS, ETH, XLM], 1.7359710188679243
[BNB, BTS, ETH, MFT], 1.747818475878986
[BNB, BTS, ETH, AGI], 1.746805684357542
[BNB, BTS, ETH, EOS], 1.730623654644036
[BNB, BTS, ETH, VIA], 1.7611872623145401
[BNB, BTS, ETH, OST], 1.745319344814676
[BNB, BTS, ETH, BRD], 1.7537816201875616
[BNB, BTS, ETH, BAT], 1.7338311196528013
[BNB, BTS, ETH, ZIL], 1.7338594838709676
[BNB, BTS, ETH, XMR], 0.22895966485847788
[BNB, BTT, BTC, SKY], 99.39313499999999
[BNB, BTT, BTC, NAS], 37.753699
[BNB, BTT, BTC, XEM], 5.45848
[BNB, BTT, BTC, NAV], 5.6304
[BNB, BTT, BTC, GTO], 8.809880999999999
[BNB, BTT, BTC, WTC], 3.282432
[BNB, BTT, BTC, ZRX], 8.11688
[BNB, BTT, BTC, POA], 12.769808
[BNB, BTT, BTC, OMG], 4.131816
[BNB, BTT, BTC, CMT], 9.712032
[BNB, BTT, BTC, HOT], 0.1072968
[BNB, BTT, BTC, CVC], 8.13375
[BNB, BTT, BTC, CND], 6.040584
[BNB, BTT, BTC, RCN], 9.05904
[BNB, BTT, BTC, FTM], 0.7171960000000001
[BNB, BTT, BTC, BTS], 10.83104
[BNB, BTT, BTC, ONE], 25.74144
[BNB, BTT, BTC, RLC], 1.298375
[BNB, BTT, BTC, ONG], 9.034224
[BNB, BTT, BTC, PHB], 0.012844
[BNB, BTT, BTC, GNT], 10.380064
[BNB, BTT, BTC, BLZ], 11.320518000000002
[BNB, BTT, BTC, ONT], 5.7487200000000005
[BNB, BTT, BTC, RDN], 9.55998
[BNB, BTT, BTC, QSP], 4.686752
[BNB, BTT, BTC, FET], 4.511239999999999
[BNB, BTT, BTC, ETC], 0.749821
[BNB, BTT, BTC], 4495.973559268683
[BNB, BTT, BTC, MCO], 8.1162
[BNB, BTT, BTC, ETH], 40.701434059872945
[BNB, BTT, BTC, NEO], 173.84211000000002
[BNB, BTT, BTC, ZEC], 4.268508
[BNB, BTT, BTC, REN], 36.888902
[BNB, BTT, BTC, REP], 11.815062000000001
[BNB, BTT, BTC, ADA], 2643.192397
[BNB, BTT, BTC, ICX], 1.304072
[BNB, BTT, BTC, XZC], 33.66765
[BNB, BTT, BTC, ZEN], 10.192265
[BNB, BTT, BTC, VET], 13.2028321
[BNB, BTT, BTC, PAX], NaN
[BNB, BTT, BTC, QLC], 9.079377999999998
[BNB, BTT, BTC, RVN], 0.7398
[BNB, BTT, BTC, ADX], 16.96559
[BNB, BTT, BTC, AMB], 13.30771
[BNB, BTT, BTC, XRP], 14.586575999999999
[BNB, BTT, BTC, TRX], 24.342472
[BNB, BTT, BTC, LSK], 1.7694880000000002
[BNB, BTT, BTC, SYS], 18.470179
[BNB, BTT, BTC, DCR], 14.348004
[BNB, BTT, BTC, LTC], 19.1757339
[BNB, BTT, BTC, ENJ], 7.322509999999999
[BNB, BTT, BTC, WAN], 13.683480000000001
[BNB, BTT, BTC, NXS], 32.981970000000004
[BNB, BTT, BTC, DLT], 8.772828
[BNB, BTT, BTC, XLM], 70.613664
[BNB, BTT, BTC, MFT], 142.416486
[BNB, BTT, BTC, AGI], 4.391101
[BNB, BTT, BTC, EOS], 7.941700000000001
[BNB, BTT, BTC, VIA], 8.17452
[BNB, BTT, BTC, OST], 1.76136
[BNB, BTT, BTC, BRD], 10.36125
[BNB, BTT, BTC, BAT], 6.511736
[BNB, BTT, BTC, ZIL], 4.163952
[BNB, BTT, BTC, XMR], 1.26469
[BNB, BTT, PAX, BTC], 0.0
[BNB, BTT, PAX, FTM], 0.7171960000000001
[BNB, BTT, PAX, ONE], 2.1352839274620385
[BNB, BTT, PAX, PHB], 0.012844
[BNB, BTT, PAX, ETC], 0.749821
[BNB, BTT, PAX], 0.0
[BNB, BTT, PAX, ETH], 0.0
[BNB, BTT, PAX, NEO], 0.04154081855985993
[BNB, BTT, PAX, ZEC], 0.005168325919201088
[BNB, BTT, PAX, ADA], 2.132246364130435
[BNB, BTT, PAX, XRP], 1.694077243293247
[BNB, BTT, PAX, TRX], 2.1327037875
[BNB, BTT, PAX, LTC], 0.07941576719576719
[BNB, BTT, PAX, XLM], 2.134471557100137
[BNB, BTT, PAX, EOS], 2.1281156692927223
[BNB, BTT, PAX, BAT], 0.917142353977106
[BNB, ONE, BTC, SKY], 99.39313499999999
[BNB, ONE, BTC, NAS], 37.753699
[BNB, ONE, BTC, XEM], 5.45848
[BNB, ONE, BTC, NAV], 5.6304
[BNB, ONE, BTC, GTO], 8.809880999999999
[BNB, ONE, BTC, WTC], 3.282432
[BNB, ONE, BTC, ZRX], 8.11688
[BNB, ONE, BTC, POA], 12.769808
[BNB, ONE, BTC, OMG], 4.131816
[BNB, ONE, BTC, CMT], 9.712032
[BNB, ONE, BTC, HOT], 0.1072968
[BNB, ONE, BTC, CVC], 8.13375
[BNB, ONE, BTC, CND], 6.040584
[BNB, ONE, BTC, RCN], 9.05904
[BNB, ONE, BTC, FTM], 0.7171960000000001
[BNB, ONE, BTC, BTS], 10.83104
[BNB, ONE, BTC, BTT], 19.56206616
[BNB, ONE, BTC, RLC], 1.298375
[BNB, ONE, BTC, ONG], 9.034224
[BNB, ONE, BTC, PHB], 0.012844
[BNB, ONE, BTC, GNT], 10.380064
[BNB, ONE, BTC, BLZ], 11.320518000000002
[BNB, ONE, BTC, ONT], 5.7487200000000005
[BNB, ONE, BTC, RDN], 9.55998
[BNB, ONE, BTC, QSP], 4.686752
[BNB, ONE, BTC, FET], 4.511239999999999
[BNB, ONE, BTC, ETC], 0.749821
[BNB, ONE, BTC], 4326.601395483041
[BNB, ONE, BTC, MCO], 8.1162
[BNB, ONE, BTC, ETH], 40.701434059872945
[BNB, ONE, BTC, NEO], 173.84211000000002
[BNB, ONE, BTC, ZEC], 4.268508
[BNB, ONE, BTC, REN], 36.888902
[BNB, ONE, BTC, REP], 11.815062000000001
[BNB, ONE, BTC, ADA], 2643.192397
[BNB, ONE, BTC, ICX], 1.304072
[BNB, ONE, BTC, XZC], 33.66765
[BNB, ONE, BTC, ZEN], 10.192265
[BNB, ONE, BTC, VET], 13.2028321
[BNB, ONE, BTC, PAX], NaN
[BNB, ONE, BTC, QLC], 9.079377999999998
[BNB, ONE, BTC, RVN], 0.7398
[BNB, ONE, BTC, ADX], 16.96559
[BNB, ONE, BTC, AMB], 13.30771
[BNB, ONE, BTC, XRP], 14.586575999999999
[BNB, ONE, BTC, TRX], 24.342472
[BNB, ONE, BTC, LSK], 1.7694880000000002
[BNB, ONE, BTC, SYS], 18.470179
[BNB, ONE, BTC, DCR], 14.348004
[BNB, ONE, BTC, LTC], 19.1757339
[BNB, ONE, BTC, ENJ], 7.322509999999999
[BNB, ONE, BTC, WAN], 13.683480000000001
[BNB, ONE, BTC, NXS], 32.981970000000004
[BNB, ONE, BTC, DLT], 8.772828
[BNB, ONE, BTC, XLM], 70.613664
[BNB, ONE, BTC, MFT], 142.416486
[BNB, ONE, BTC, AGI], 4.391101
[BNB, ONE, BTC, EOS], 7.941700000000001
[BNB, ONE, BTC, VIA], 8.17452
[BNB, ONE, BTC, OST], 1.76136
[BNB, ONE, BTC, BRD], 10.36125
[BNB, ONE, BTC, BAT], 6.511736
[BNB, ONE, BTC, ZIL], 4.163952
[BNB, ONE, BTC, XMR], 1.26469
[BNB, ONE, PAX, BTC], 0.0
[BNB, ONE, PAX, FTM], 0.7171960000000001
[BNB, ONE, PAX, BTT], 2.629702445600476
[BNB, ONE, PAX, PHB], 0.012844
[BNB, ONE, PAX, ETC], 0.749821
[BNB, ONE, PAX], 0.0
[BNB, ONE, PAX, ETH], 0.0
[BNB, ONE, PAX, NEO], 0.04154081855985993
[BNB, ONE, PAX, ZEC], 0.005168325919201088
[BNB, ONE, PAX, ADA], 2.631155812952899
[BNB, ONE, PAX, XRP], 1.694077243293247
[BNB, ONE, PAX, TRX], 2.6317202656250003
[BNB, ONE, PAX, LTC], 0.07941576719576719
[BNB, ONE, PAX, XLM], 2.633901663299119
[BNB, ONE, PAX, EOS], 2.626058605652365
[BNB, ONE, PAX, BAT], 0.917142353977106
[BNB, RLC, BTC, SKY], 4.888047453124999
[BNB, RLC, BTC, NAS], 4.861323048844282
[BNB, RLC, BTC, XEM], 4.844703957537154
[BNB, RLC, BTC, NAV], 4.9072162666666665
[BNB, RLC, BTC, GTO], 4.851452445454546
[BNB, RLC, BTC, WTC], 3.282432
[BNB, RLC, BTC, ZRX], 4.836310470010905
[BNB, RLC, BTC, POA], 4.898061012437812
[BNB, RLC, BTC, OMG], 4.131816
[BNB, RLC, BTC, CMT], 4.858144104
[BNB, RLC, BTC, HOT], 0.1072968
[BNB, RLC, BTC, CVC], 4.884247468061674
[BNB, RLC, BTC, CND], 4.93851228877551
